id,source,probA,probB,probC,probD,probE,answer,time,error,sources,ids,similarity,confident,add_ids
255,MEDQA,0.00315647479146719,0.002169411163777113,0.9917348623275757,0.0010247572790831327,0.0019144987454637885,2,0.36020851135253906,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163897777, 468502519163599352, 468502519163613565, 468502519163661567, 468502519163703364]","[0.8227722644805908, 0.8055400848388672, 0.8189637064933777, 0.8183110952377319, 0.8084746599197388]",1,"[-1, -1, -1, -1, -1]"
256,MEDQA,0.01177530363202095,0.111720971763134,0.7285122275352478,0.111720971763134,0.03627048805356026,3,0.296811580657959,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163201847, 468502519163915658, 468502519163777023, 468502519163760032, 468502519163971219]","[0.7764483690261841, 0.7821066379547119, 0.7716854810714722, 0.7736665606498718, 0.7758260369300842]",1,"[-1, -1, -1, -1, -1]"
257,MEDQA,0.0027543986216187477,0.002145127858966589,0.0004786427307408303,0.9806338548660278,0.013987990096211433,3,0.3522522449493408,False,"['TEXT', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519162354834, 468502519163345188, 468502519163534200, 468502519163006562, 468502519163660252]","[0.8351868391036987, 0.8319897651672363, 0.8255575299263, 0.8241349458694458, 0.8279504776000977]",1,"[-1, -1, -1, -1, -1]"
258,MEDQA,0.20664115250110626,0.2341550886631012,0.1609322875738144,0.09761036187410355,0.3006610870361328,4,0.971729040145874,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163883266, 468502519163961707, 468502519163719420, 468502519163254871, 468502519163538286]","[0.7846013903617859, 0.8196332454681396, 0.8243522644042969, 0.7832348942756653, 0.800284206867218]",3,"[468502519163569020, 468502519162794725, 468502519162339121, 468502519163360449, 468502519163281431, 468502519163867531, 468502519163281431, 468502519163360449, 468502519163692828, 468502519163276109, 468502519163281431, 468502519163627978, 468502519163692828, 468502519163360449, 468502519163227162]"
259,MEDQA,0.0004871958517469466,6.593478610739112e-05,0.000379428529413417,0.9981573224067688,0.0009102016920223832,3,0.439284086227417,False,"['PBMD', 'STAT', 'TEXT', 'TEXT', 'PBMD']","[468502519163982883, 468502519162477636, 468502519162354581, 468502519162354583, 468502519163719158]","[0.806972861289978, 0.8014639616012573, 0.805329442024231, 0.7945237159729004, 0.7945268154144287]",1,"[-1, -1, -1, -1, -1]"
260,MEDQA,0.09807790070772171,0.017043383792042732,0.8211961984634399,0.03184123337268829,0.03184123337268829,2,0.3515472412109375,False,"['TEXT', 'PBMD', 'PBMD', 'TEXT', 'STAT']","[468502519162310228, 468502519163237534, 468502519163752894, 468502519162387135, 468502519162855038]","[0.7669321298599243, 0.7622438073158264, 0.7563403248786926, 0.7710905075073242, 0.7574484944343567]",1,"[-1, -1, -1, -1, -1]"
261,MEDQA,0.07731220126152039,0.028441568836569786,0.5712642073631287,0.269846111536026,0.05313584953546524,2,0.3750464916229248,False,"['PBMD', 'STAT', 'PBMD', 'TEXT', 'PBMD']","[468502519163978855, 468502519162695097, 468502519163740590, 468502519162383450, 468502519163428069]","[0.7921451926231384, 0.781426191329956, 0.782698392868042, 0.7947875261306763, 0.7817574143409729]",1,"[-1, -1, -1, -1, -1]"
262,MEDQA,0.04023773595690727,0.014802636578679085,0.04023773595690727,0.09652531147003174,0.8081965446472168,4,0.4121553897857666,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163372126, 468502519163651533, 468502519162992610, 468502519163939821, 468502519163811366]","[0.8132487535476685, 0.8054323792457581, 0.8171341419219971, 0.8253400921821594, 0.8113471269607544]",1,"[-1, -1, -1, -1, -1]"
263,MEDQA,0.1460263878107071,0.019762521609663963,0.30913788080215454,0.5096821784973145,0.015391068533062935,2,0.32262086868286133,False,"['STAT', 'STAT', 'TEXT', 'PBMD', 'STAT']","[468502519162768933, 468502519162798724, 468502519162362222, 468502519163637919, 468502519162768935]","[0.7660384178161621, 0.7792012691497803, 0.7999639511108398, 0.7629963159561157, 0.783263087272644]",1,"[-1, -1, -1, -1, -1]"
264,MEDQA,0.3677438497543335,0.09298020601272583,0.11938894540071487,0.22304792702198029,0.1968391090631485,0,0.528663158416748,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163112929, 468502519163321890, 468502519163163711, 468502519163443403, 468502519163741106]","[0.813026487827301, 0.7904108166694641, 0.8102676868438721, 0.7898598313331604, 0.8046334385871887]",1,"[-1, -1, -1, -1, -1]"
265,MEDQA,0.0602046363055706,0.7334426045417786,0.0602046363055706,0.046887416392564774,0.09926065802574158,4,0.3833653926849365,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163865214, 468502519163756401, 468502519163618968, 468502519163692965, 468502519163586130]","[0.8269528746604919, 0.7885068655014038, 0.7922776341438293, 0.7994168996810913, 0.7953066825866699]",1,"[-1, -1, -1, -1, -1]"
266,MEDQA,0.25283700227737427,0.15335339307785034,0.1737721711397171,0.22312787175178528,0.19690965116024017,1,0.9415161609649658,False,"['TEXT', 'TEXT', 'TEXT', 'PBMD', 'PBMD']","[468502519162400922, 468502519162329169, 468502519162329217, 468502519163994189, 468502519162995453]","[0.8084421157836914, 0.8191328048706055, 0.8353251814842224, 0.7969542741775513, 0.8057896494865417]",3,"[468502519163611590, 468502519163307330, 468502519163679616, 468502519163994542, 468502519163654119, 468502519163679616, 468502519163881917, 468502519162345966, 468502519163110583, 468502519163281787, 468502519162873935, 468502519163307330, 468502519163423727, 468502519163003220, 468502519163179529]"
267,MEDQA,0.09210951626300812,0.17208322882652283,0.5300536751747131,0.0717349648475647,0.13401855528354645,4,0.3216099739074707,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163353298, 468502519163823014, 468502519163449308, 468502519163492664, 468502519163318398]","[0.7743839025497437, 0.7944445610046387, 0.771703839302063, 0.8061039447784424, 0.790572464466095]",1,"[-1, -1, -1, -1, -1]"
268,MEDQA,0.076222263276577,0.02183804288506508,0.076222263276577,0.3870885670185089,0.43862882256507874,4,0.827826976776123,False,"['STAT', 'STAT', 'TEXT', 'TEXT', 'STAT']","[468502519162926376, 468502519162935070, 468502519162328017, 468502519162360434, 468502519162777119]","[0.7875397205352783, 0.8055532574653625, 0.8108212351799011, 0.8279780745506287, 0.7890055179595947]",2,"[468502519162921126, 468502519162762097, 468502519162458821, 468502519162443491, 468502519163764176, 468502519163643867, 468502519163490105, 468502519162480607, 468502519162777279, 468502519163427865]"
269,MEDQA,0.1616758555173874,0.05248846858739853,0.11111808568239212,0.4394805431365967,0.2352369874715805,3,0.35561704635620117,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163897150, 468502519163585925, 468502519163705993, 468502519163183684, 468502519163874596]","[0.798952579498291, 0.809186577796936, 0.7965012192726135, 0.798861026763916, 0.8091838359832764]",1,"[-1, -1, -1, -1, -1]"
270,MEDQA,0.048523955047130585,0.020227795466780663,0.8601077198982239,0.03334999457001686,0.03779049590229988,2,0.3934755325317383,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163469650, 468502519163841850, 468502519163579610, 468502519163190854, 468502519163218151]","[0.8046445846557617, 0.811187744140625, 0.8223448991775513, 0.8068195581436157, 0.8051059246063232]",1,"[-1, -1, -1, -1, -1]"
271,MEDQA,0.0847991555929184,0.024295363575220108,0.17951980233192444,0.5529599189758301,0.15842567384243011,1,0.5370457172393799,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163689853, 468502519163002550, 468502519163284108, 468502519163746265, 468502519163801501]","[0.8192675709724426, 0.8111750483512878, 0.8206906318664551, 0.8142901659011841, 0.8189517259597778]",1,"[-1, -1, -1, -1, -1]"
272,MEDQA,0.005198344588279724,0.0007971919840201735,0.9906291365623474,0.0016876554582268,0.0016876554582268,2,0.26897478103637695,False,"['STAT', 'STAT', 'PBMD', 'PBMD', 'STAT']","[468502519162733885, 468502519162733867, 468502519163032648, 468502519163439274, 468502519162733882]","[0.8024840354919434, 0.7900597453117371, 0.7878597974777222, 0.7887147068977356, 0.7723158001899719]",1,"[-1, -1, -1, -1, -1]"
273,MEDQA,0.004257346969097853,0.0029260290320962667,0.02162059210240841,0.9193309545516968,0.051865104585886,0,0.4990239143371582,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163978855, 468502519163659496, 468502519163872852, 468502519163943332, 468502519163770117]","[0.7768075466156006, 0.764466404914856, 0.7675063610076904, 0.7710044980049133, 0.7840533256530762]",1,"[-1, -1, -1, -1, -1]"
274,MEDQA,0.9786127805709839,0.003114710096269846,0.015817802399396896,0.001667184173129499,0.0007875220035202801,0,0.29201316833496094,False,"['STAT', 'PBMD', 'PBMD', 'TEXT', 'PBMD']","[468502519162946130, 468502519163123299, 468502519163531251, 468502519162385560, 468502519163186963]","[0.7955470085144043, 0.792417049407959, 0.7905800938606262, 0.7836695909500122, 0.7833405137062073]",1,"[-1, -1, -1, -1, -1]"
275,MEDQA,0.9679456353187561,0.003490957198664546,0.005079312715679407,0.017728542909026146,0.005755615420639515,0,0.49602317810058594,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163774107, 468502519163458091, 468502519163435216, 468502519163607255, 468502519163758345]","[0.8010743856430054, 0.8007572293281555, 0.7977503538131714, 0.8067077398300171, 0.811020016670227]",1,"[-1, -1, -1, -1, -1]"
276,MEDQA,0.027762040495872498,0.0022788471542298794,0.01021308358758688,0.04039353132247925,0.9193525314331055,2,0.5923373699188232,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163946984, 468502519163950070, 468502519163556989, 468502519163560544, 468502519163554282]","[0.8064382672309875, 0.802409827709198, 0.8037453293800354, 0.8058918714523315, 0.8064915537834167]",1,"[-1, -1, -1, -1, -1]"
277,MEDQA,0.011707792058587074,0.0015844774898141623,0.004307056311517954,0.8207796216011047,0.16162109375,3,0.34003138542175293,False,"['PBMD', 'PBMD', 'PBMD', 'STAT', 'PBMD']","[468502519163752129, 468502519163702647, 468502519163714406, 468502519162455152, 468502519163056929]","[0.8196188807487488, 0.8219283819198608, 0.8228611350059509, 0.8202652335166931, 0.8125861883163452]",1,"[-1, -1, -1, -1, -1]"
278,MEDQA,0.015180488117039204,0.006328168790787458,0.007170754950493574,0.9391835331916809,0.03213709220290184,0,0.5310642719268799,False,"['PBMD', 'STAT', 'TEXT', 'TEXT', 'PBMD']","[468502519163274615, 468502519162464343, 468502519162392014, 468502519162391888, 468502519163700092]","[0.7719770669937134, 0.774472177028656, 0.7752500176429749, 0.7903378009796143, 0.7743204236030579]",1,"[-1, -1, -1, -1, -1]"
279,MEDQA,0.4090178310871124,0.13278864324092865,0.1171855702996254,0.17050398886203766,0.17050398886203766,1,0.4226658344268799,False,"['TEXT', 'TEXT', 'TEXT', 'TEXT', 'TEXT']","[468502519162329155, 468502519162395135, 468502519162391174, 468502519162390966, 468502519162419047]","[0.7681057453155518, 0.7648114562034607, 0.762660801410675, 0.7783439755439758, 0.7661623954772949]",1,"[-1, -1, -1, -1, -1]"
280,MEDQA,0.000430047424742952,0.9983862638473511,0.0008034344064071774,0.00029556697700172663,8.468136365991086e-05,1,0.3334968090057373,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163029435, 468502519163002167, 468502519163706311, 468502519163207751, 468502519163453603]","[0.7352006435394287, 0.7526211142539978, 0.7381278276443481, 0.732897937297821, 0.7344395518302917]",1,"[-1, -1, -1, -1, -1]"
281,MEDQA,0.013568819500505924,0.0034307348541915417,0.00302761304192245,0.9512476921081543,0.028725191950798035,3,0.3450949192047119,False,"['PBMD', 'TEXT', 'PBMD', 'TEXT', 'PBMD']","[468502519163598979, 468502519162329706, 468502519163749165, 468502519162385557, 468502519163321193]","[0.7900351285934448, 0.7881436347961426, 0.7959727644920349, 0.7928504943847656, 0.8036528825759888]",1,"[-1, -1, -1, -1, -1]"
282,MEDQA,0.9773001670837402,0.0051284004002809525,0.007461778819561005,0.003524694824591279,0.006584996823221445,0,0.431380033493042,False,"['PBMD', 'PBMD', 'PBMD', 'TEXT', 'PBMD']","[468502519163622636, 468502519163903864, 468502519163349206, 468502519162357299, 468502519163481551]","[0.7646266222000122, 0.761335015296936, 0.7591145634651184, 0.7754682302474976, 0.7713199853897095]",1,"[-1, -1, -1, -1, -1]"
283,MEDQA,0.06585946679115295,0.8023325204849243,0.035252030938863754,0.045264504849910736,0.05129139870405197,0,0.4314429759979248,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163344806, 468502519163782227, 468502519163992105, 468502519163736563, 468502519163227052]","[0.809341311454773, 0.806657075881958, 0.806327760219574, 0.7899882197380066, 0.7955971360206604]",1,"[-1, -1, -1, -1, -1]"
284,MEDQA,0.14279569685459137,0.019325295463204384,0.03610440343618393,0.6399658918380737,0.16180871427059174,1,1.1728777885437012,False,"['TEXT', 'PBMD', 'TEXT', 'PBMD', 'PBMD']","[468502519162391082, 468502519163881669, 468502519162391174, 468502519163691021, 468502519163774100]","[0.7914008498191833, 0.7821723818778992, 0.7743628621101379, 0.768850564956665, 0.8077272176742554]",3,"[468502519163421202, 468502519163895953, 468502519162729887, 468502519163972794, 468502519162391224, 468502519162425801, 468502519162345010, 468502519162468122, 468502519162761209, 468502519162761213, 468502519162978956, 468502519162467584, 468502519162391432, 468502519163537571, 468502519162793026]"
285,MEDQA,0.6464017033576965,0.019519640132784843,0.0092204250395298,0.019519640132784843,0.3053385317325592,3,0.4622478485107422,False,"['PBMD', 'TEXT', 'PBMD', 'TEXT', 'STAT']","[468502519163800061, 468502519162416847, 468502519163080704, 468502519162416848, 468502519162440151]","[0.7779053449630737, 0.7955813407897949, 0.7767654061317444, 0.7715474963188171, 0.7903047800064087]",1,"[-1, -1, -1, -1, -1]"
286,MEDQA,0.0004876788589172065,2.4280101570184343e-05,4.5361201046034694e-05,0.9991469383239746,0.00029579218244180083,3,0.36324191093444824,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163842133, 468502519163864462, 468502519163687948, 468502519163694715, 468502519163873613]","[0.8273159265518188, 0.8117696046829224, 0.8168582916259766, 0.8129719495773315, 0.8080219030380249]",1,"[-1, -1, -1, -1, -1]"
287,MEDQA,0.1236686185002327,0.48911887407302856,0.29666560888290405,0.0661950409412384,0.02435179427266121,0,0.5122275352478027,False,"['PBMD', 'PBMD', 'STAT', 'PBMD', 'PBMD']","[468502519163908248, 468502519163644517, 468502519162794833, 468502519163809346, 468502519163268921]","[0.7746354937553406, 0.7799171805381775, 0.7719684839248657, 0.8187788128852844, 0.7787784337997437]",1,"[-1, -1, -1, -1, -1]"
288,MEDQA,0.04000716656446457,0.8035654425621033,0.058210086077451706,0.04000716656446457,0.058210086077451706,1,0.375530481338501,False,"['PBMD', 'TEXT', 'STAT', 'PBMD', 'PBMD']","[468502519163542672, 468502519162363036, 468502519162460992, 468502519163271729, 468502519163425547]","[0.8162340521812439, 0.8178971409797668, 0.7989903688430786, 0.8178778886795044, 0.8347429037094116]",1,"[-1, -1, -1, -1, -1]"
289,MEDQA,0.2140553891658783,0.04215000197291374,0.12983115017414093,0.3999080955982208,0.2140553891658783,3,0.8994479179382324,False,"['PBMD', 'TEXT', 'PBMD', 'PBMD', 'TEXT']","[468502519163960938, 468502519162381500, 468502519163845581, 468502519163053574, 468502519162381513]","[0.8161156177520752, 0.8226925134658813, 0.805220365524292, 0.803816556930542, 0.8222889304161072]",2,"[468502519162903936, 468502519162417964, 468502519163668055, 468502519163869562, 468502519163823099, 468502519163548718, 468502519162457113, 468502519163555326, 468502519163548368, 468502519163015941]"
290,MEDQA,0.16376103460788727,0.11255120486021042,0.44514864683151245,0.06826575845479965,0.21027332544326782,1,1.147064447402954,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'STAT']","[468502519163930660, 468502519163874211, 468502519163609335, 468502519163768780, 468502519162757859]","[0.7587924003601074, 0.7602325081825256, 0.7582732439041138, 0.7626537680625916, 0.7582579851150513]",2,"[468502519162427440, 468502519163788882, 468502519162447155, 468502519162308532, 468502519163962843, 468502519162419708, 468502519162307102, 468502519162447154, 468502519162419709, 468502519162864447]"
291,MEDQA,0.9182359576225281,0.02159484103322029,0.01020068023353815,0.004252275917679071,0.04571627452969551,0,0.4505610466003418,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163768891, 468502519163977830, 468502519163538069, 468502519163939555, 468502519163677802]","[0.7733703255653381, 0.7755475044250488, 0.7965084314346313, 0.7842947244644165, 0.7742655277252197]",1,"[-1, -1, -1, -1, -1]"
292,MEDQA,0.6343709230422974,0.08585276454687119,0.04595367610454559,0.1817503124475479,0.05207233503460884,3,0.3399240970611572,False,"['PBMD', 'STAT', 'PBMD', 'TEXT', 'PBMD']","[468502519163611876, 468502519162779121, 468502519163538644, 468502519162411298, 468502519163186083]","[0.8171277642250061, 0.779201865196228, 0.770356297492981, 0.7861946821212769, 0.7779996395111084]",1,"[-1, -1, -1, -1, -1]"
293,MEDQA,0.9777988791465759,0.00746558653190732,0.00746558653190732,0.002138926414772868,0.005131017416715622,0,0.4446401596069336,False,"['TEXT', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519162391888, 468502519163532602, 468502519163700081, 468502519163760771, 468502519163617722]","[0.7838436365127563, 0.7728465795516968, 0.7682573199272156, 0.7578272819519043, 0.7583552598953247]",1,"[-1, -1, -1, -1, -1]"
294,MEDQA,0.9861524105072021,0.006644642446190119,0.005174852907657623,0.0014826201368123293,0.0005454254569485784,0,0.3480348587036133,False,"['PBMD', 'PBMD', 'PBMD', 'TEXT', 'PBMD']","[468502519163117505, 468502519163643662, 468502519163252341, 468502519162383038, 468502519163857372]","[0.786576509475708, 0.8026825785636902, 0.7703590393066406, 0.7743402719497681, 0.7708011269569397]",1,"[-1, -1, -1, -1, -1]"
295,MEDQA,0.01297845970839262,0.9098603129386902,0.01888354867696762,0.006946869194507599,0.0513308048248291,1,0.38347363471984863,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163938918, 468502519163869774, 468502519163561202, 468502519163286480, 468502519163247095]","[0.7847753763198853, 0.7916997075080872, 0.7768979072570801, 0.7899173498153687, 0.7901090383529663]",1,"[-1, -1, -1, -1, -1]"
296,MEDQA,0.7275733351707458,0.09846634417772293,0.06767486780881882,0.01938917301595211,0.08689624816179276,0,0.33872151374816895,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163726611, 468502519163631126, 468502519163862612, 468502519163969418, 468502519163913497]","[0.7744970321655273, 0.7776477336883545, 0.804279625415802, 0.7834014892578125, 0.7689170837402344]",1,"[-1, -1, -1, -1, -1]"
297,MEDQA,0.4646376073360443,0.10367466509342194,0.09149257093667984,0.24870260059833527,0.09149257093667984,3,0.7988650798797607,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'STAT']","[468502519163194658, 468502519163768391, 468502519163698598, 468502519163285439, 468502519162863261]","[0.7877174019813538, 0.7945151925086975, 0.7898774147033691, 0.7992939949035645, 0.7929686903953552]",2,"[468502519162481274, 468502519163604370, 468502519163713917, 468502519162346786, 468502519162863261, 468502519162776991, 468502519163527152, 468502519162352190, 468502519163325870, 468502519162406335]"
298,MEDQA,0.06532888859510422,0.01001850888133049,0.08388394862413406,0.044899843633174896,0.7958687543869019,4,0.41930317878723145,False,"['STAT', 'PBMD', 'TEXT', 'PBMD', 'PBMD']","[468502519162812569, 468502519163733110, 468502519162365805, 468502519163870485, 468502519163412025]","[0.7556217312812805, 0.7603955268859863, 0.7617018818855286, 0.7913053035736084, 0.767356276512146]",1,"[-1, -1, -1, -1, -1]"
299,MEDQA,0.12040088325738907,0.10625340789556503,0.19850748777389526,0.4202403724193573,0.15459780395030975,1,0.43129539489746094,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163406579, 468502519163871405, 468502519163445444, 468502519163674652, 468502519163611135]","[0.8009899854660034, 0.779751718044281, 0.7711073160171509, 0.7642266154289246, 0.7674257755279541]",1,"[-1, -1, -1, -1, -1]"
300,MEDQA,0.2136504352092743,0.07859760522842407,0.16639113426208496,0.08906275779008865,0.45229798555374146,3,0.31490445137023926,False,"['STAT', 'PBMD', 'STAT', 'PBMD', 'STAT']","[468502519162973048, 468502519163981605, 468502519162477455, 468502519163223832, 468502519162931229]","[0.7504230737686157, 0.740451991558075, 0.7452846169471741, 0.7458361983299255, 0.7464736700057983]",1,"[-1, -1, -1, -1, -1]"
301,MEDQA,0.253185510635376,0.473012775182724,0.06401531398296356,0.012605363503098488,0.19718106091022491,3,0.29945993423461914,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163859662, 468502519163385733, 468502519163079618, 468502519163564585, 468502519163797633]","[0.8010701537132263, 0.7840420007705688, 0.7835306525230408, 0.7925761938095093, 0.7958768606185913]",1,"[-1, -1, -1, -1, -1]"
302,MEDQA,0.9867543578147888,0.0024459196720272303,0.004032639786601067,0.0008998035336844623,0.0058674560859799385,0,0.2706871032714844,False,"['PBMD', 'PBMD', 'STAT', 'PBMD', 'STAT']","[468502519163684676, 468502519163318225, 468502519162458840, 468502519163140271, 468502519162920096]","[0.7782421112060547, 0.7829384207725525, 0.7706713080406189, 0.7739031314849854, 0.7780745029449463]",1,"[-1, -1, -1, -1, -1]"
303,MEDQA,0.3733242452144623,0.0832998976111412,0.10695918649435043,0.10695918649435043,0.32945749163627625,3,1.456254005432129,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163738874, 468502519163790247, 468502519163210245, 468502519163960909, 468502519163938538]","[0.8048523664474487, 0.8079017996788025, 0.7981788516044617, 0.7896060943603516, 0.7913194298744202]",2,"[468502519163317551, 468502519163478883, 468502519163168827, 468502519163206017, 468502519163133657, 468502519163347924, 468502519162848966, 468502519163967220, 468502519163790237, 468502519163242984]"
304,MEDQA,0.6256169676780701,0.10871592909097672,0.07471929490566254,0.05135376751422882,0.13959401845932007,0,0.4323751926422119,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163390499, 468502519163376006, 468502519163662521, 468502519163010132, 468502519163985634]","[0.8023921847343445, 0.7947295308113098, 0.8007397651672363, 0.7926773428916931, 0.786268949508667]",1,"[-1, -1, -1, -1, -1]"
305,MEDQA,0.18888947367668152,0.06132343038916588,0.08922506868839264,0.513454794883728,0.14710727334022522,1,0.3246307373046875,False,"['TEXT', 'PBMD', 'PBMD', 'STAT', 'PBMD']","[468502519162357637, 468502519163321708, 468502519163267953, 468502519162857030, 468502519163288120]","[0.7509678602218628, 0.7488396763801575, 0.7354787588119507, 0.7330336570739746, 0.7300984263420105]",1,"[-1, -1, -1, -1, -1]"
306,MEDQA,0.11780034750699997,0.04910648986697197,0.4659094214439392,0.11780034750699997,0.2493833601474762,2,0.524085521697998,False,"['PBMD', 'TEXT', 'PBMD', 'PBMD', 'PBMD']","[468502519163978855, 468502519162390647, 468502519163875495, 468502519163987515, 468502519163507907]","[0.7844323515892029, 0.777050793170929, 0.7892296314239502, 0.7832434177398682, 0.7835423350334167]",1,"[-1, -1, -1, -1, -1]"
307,MEDQA,0.1787966787815094,0.20260317623615265,0.05804678425192833,0.4860197603702545,0.07453354448080063,2,0.4630012512207031,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163735678, 468502519163281818, 468502519163701129, 468502519163171640, 468502519162993722]","[0.7605894207954407, 0.7640368938446045, 0.7572853565216064, 0.7682948112487793, 0.8018317222595215]",1,"[-1, -1, -1, -1, -1]"
308,MEDQA,0.0013209459139034152,0.00012286710261832923,0.9956024885177612,0.0004859488399233669,0.0024678518529981375,2,0.5155985355377197,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163997529, 468502519163942747, 468502519163530195, 468502519163574095, 468502519163548729]","[0.819934070110321, 0.8158612847328186, 0.8287353515625, 0.8245652318000793, 0.8115159869194031]",1,"[-1, -1, -1, -1, -1]"
309,MEDQA,0.8264277577400208,0.03631070256233215,0.04114541411399841,0.02827880159020424,0.06783732026815414,3,0.39179158210754395,False,"['STAT', 'TEXT', 'STAT', 'STAT', 'TEXT']","[468502519162433702, 468502519162365319, 468502519162445193, 468502519162916252, 468502519162308040]","[0.7596742510795593, 0.7764443159103394, 0.7631059288978577, 0.7600389122962952, 0.7663419842720032]",1,"[-1, -1, -1, -1, -1]"
310,MEDQA,0.1132035180926323,0.8364671468734741,0.015320430509746075,0.00638650543987751,0.028622331097722054,1,0.3893251419067383,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163545673, 468502519163868827, 468502519163665933, 468502519163746950, 468502519163682209]","[0.7859361171722412, 0.8324112892150879, 0.796386182308197, 0.7899473905563354, 0.7872409820556641]",1,"[-1, -1, -1, -1, -1]"
311,MEDQA,0.0820784717798233,0.008651007898151875,0.011108113452792168,0.7787389159202576,0.11942348629236221,3,0.40407371520996094,False,"['PBMD', 'PBMD', 'TEXT', 'PBMD', 'PBMD']","[468502519163798770, 468502519163250380, 468502519162306428, 468502519163474738, 468502519163831488]","[0.7934513092041016, 0.7772225141525269, 0.777289867401123, 0.7963838577270508, 0.7930600047111511]",1,"[-1, -1, -1, -1, -1]"
312,MEDQA,0.14012396335601807,0.05841235816478729,0.3808964192867279,0.2617860436439514,0.1587812453508377,1,0.30579662322998047,False,"['PBMD', 'PBMD', 'TEXT', 'TEXT', 'STAT']","[468502519163962854, 468502519163295444, 468502519162347577, 468502519162345163, 468502519162475945]","[0.7779746651649475, 0.7684732675552368, 0.7736621499061584, 0.7696307897567749, 0.7703065872192383]",1,"[-1, -1, -1, -1, -1]"
313,MEDQA,0.10695772618055344,0.3294529914855957,0.19982334971427917,0.2264295220375061,0.13733643293380737,1,0.4940171241760254,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'TEXT']","[468502519163897008, 468502519163811176, 468502519163887593, 468502519163707510, 468502519162396912]","[0.7748463153839111, 0.746955156326294, 0.7478679418563843, 0.7461015582084656, 0.7772433161735535]",1,"[-1, -1, -1, -1, -1]"
314,MEDQA,0.09858548641204834,0.2679831087589264,0.0527690090239048,0.013342094607651234,0.5673202872276306,0,0.5021591186523438,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163021397, 468502519163080842, 468502519163546920, 468502519163110334, 468502519163061685]","[0.7861363887786865, 0.7596491575241089, 0.7595032453536987, 0.7639567255973816, 0.7578311562538147]",1,"[-1, -1, -1, -1, -1]"
315,MEDQA,0.06924304366111755,0.7444328665733337,0.1293630301952362,0.047589998692274094,0.00937102735042572,1,0.3988971710205078,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163888742, 468502519163542002, 468502519163838554, 468502519163130936, 468502519163658102]","[0.8187994360923767, 0.8233411908149719, 0.8158252835273743, 0.8198047280311584, 0.8119863271713257]",1,"[-1, -1, -1, -1, -1]"
316,MEDQA,0.04238174110651016,0.04802480340003967,0.7512343525886536,0.07917951792478561,0.07917951792478561,0,0.5753979682922363,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'TEXT']","[468502519163937364, 468502519163659273, 468502519163992846, 468502519163790042, 468502519162370387]","[0.7863771319389343, 0.7927676439285278, 0.7914921045303345, 0.7961283922195435, 0.7886221408843994]",1,"[-1, -1, -1, -1, -1]"
